"Building0","Building1","Building3","Building4","Building5","Building6","Solar0","Solar1","Solar2","Solar3","Solar4","Solar5","timestamp"
122.1045,8.53149999999998,460.57,1.505,25.905,33.5,5.5442,1.5975,1.45565,1.4853,0.954899999999999,5.171,2020-10-09 06:30:00
138.003,11.582,421.25,1.515,27.975,32.823,4.68755,1.23265,1.26745,1.21485,0.782799999999999,3.93795,2020-10-09 06:45:00
141.1985,15.3395,411.555,1.29,25.5,31.808,4.08015,1.0272,1.02315,1.09255,0.66195,3.77240000000001,2020-10-09 07:00:00
162.8985,4.1865,552.495,1.31,25.06,34.061,3.0422,0.6108,0.73305,0.65565,0.38315,1.9686,2020-10-09 07:15:00
171.616,9.37399999999999,565.685,1.31,16.29,33.215,1.208,0.29135,0.3353,0.27465,0.2059,0.954050000000001,2020-10-09 07:30:00
175.5105,13.508,557.685,1.44,17.4,32.719,0.498850000000001,0.1392,0.15745,0.1408,0.1285,0.4253,2020-10-09 07:45:00
178.0245,11.846,564.835,1.56,17.63,32.262,0.09425,0.0211,0.03355,0.0196,0.16785,0.0854999999999999,2020-10-09 08:00:00
184.2235,3.7655,458.1,1.285,2.135,31.029,0.0714499999999998,0.0077,0.01515,0.01515,0.0976,0.0566,2020-10-09 08:15:00
188.344,7.12550000000001,478.05,1.175,2.065,30.398,0.0121,0.00095,0.0011,0.0011,0.0729,0.0038,2020-10-09 08:30:00
191.387,10.3245,546.575,1.365,2.15,29.979,0.01125,0,0,0,0.26685,0,2020-10-09 08:45:00
184.275,12.3695,583.79,1.315,2.215,29.752,0.0114,0,5e-05,0,0.33075,0,2020-10-09 09:00:00
191.105,2.754,522.86,1.32,2.12,29.65,0.01135,0,0,0,0.2447,0,2020-10-09 09:15:00
191.677,5.72,517,1.255,2.31,28.054,0.01165,0,0,0,0.1844,0,2020-10-09 09:30:00
185.8045,8.04499999999999,518.26,1.3,2.515,28.108,0.0105,0,0,0,0.21795,0,2020-10-09 09:45:00
234.5835,11.307,543.44,1.465,5.83,28.407,0.01035,0,0,0,0.3058,0,2020-10-09 10:00:00
275.7105,2.536,494.885,1.395,5.87,30.197,0.0103,0,0,0,0.26555,0,2020-10-09 10:15:00
274.9585,5.38800000000001,491.57,1.435,6.015,30.379,0.0102,0,0,0,0.46085,0,2020-10-09 10:30:00
277.418,7.98650000000001,500.34,1.355,6.2,28.83,0.01015,0,0,0,0.2487,0,2020-10-09 10:45:00
283.5235,10.4845,500.25,1.655,5.535,27.294,0.0100499999999999,0,0,0,0.178,0,2020-10-09 11:00:00
224.999,2.8035,382.28,1.455,5.965,27.391,0.00999999999999985,0,0,0,0.34975,0,2020-10-09 11:15:00
179.577,5.7605,377.585,1.32,5.925,27.097,0.00999999999999986,0,0,0,0.1169,0,2020-10-09 11:30:00
171.1085,8.32349999999999,354.03,1.31,5.765,27.075,0.00999999999999987,0,0,0,0.11395,0,2020-10-09 11:45:00
187.696,10.8645,364.35,1.425,6.14,26.646,0.00999999999999989,0,0,0,0.24,0,2020-10-09 12:00:00
176.689,2.953,314.15,1.375,6.03,26.216,0.00999999999999987,0,0,0,0.159,0,2020-10-09 12:15:00
175.7115,5.9855,308.045,1.315,6.04,26.086,0.00999999999999986,0,0,0,0.1675,0,2020-10-09 12:30:00
174.8605,8.5315,312.42,1.325,6.115,26.468,0.00999999999999985,0,0,0,0.10215,0,2020-10-09 12:45:00
177.674,11.6045,313.35,1.28,6.08,26.394,0.00999999999999983,0,0,0,0.1012,0,2020-10-09 13:00:00
171.016,2.989,290.645,1.185,6.81,25.958,0.00999999999999983,0,0,0,0.09865,0,2020-10-09 13:15:00
173.8685,6.072,287.045,1.17,5.875,26.579,0.00999999999999983,0,0,0,0.13415,0,2020-10-09 13:30:00
173.614,8.27849999999999,293.805,1.3,5.14,26.304,0.00999999999999984,0,0,0,0.1656,0,2020-10-09 13:45:00
173.4775,10.8885,288.345,1.23,3.55,26.318,0.00999999999999986,0,0,0,0.41355,0,2020-10-09 14:00:00
169.8435,2.4365,281.445,1.305,3.45,26.329,0.00999999999999984,0,0,0,0.2663,0,2020-10-09 14:15:00
167.629,5.4855,277.84,1.285,3.445,26.366,0.00999999999999984,0,0,0,0.392,0,2020-10-09 14:30:00
167.185,8.67050000000001,280.49,1.25,3.49,26.453,0.00999999999999984,0,0,0,0.2576,0,2020-10-09 14:45:00
163.764,10.93,281.525,1.265,3.645,26.775,0.00999999999999984,0,0,0,0.3162,0,2020-10-09 15:00:00
161.749,3.2695,277.845,1.22,3.485,26.936,0.00999999999999984,0,0,0,0.19585,0,2020-10-09 15:15:00
161.981,5.73150000000001,273.17,1.245,3.565,27.087,0.00999999999999984,0,0,0,0.16005,0,2020-10-09 15:30:00
164.9965,8.45399999999999,271.89,1.34,3.55,27.078,0.00999999999999984,0,0,0,0.1874,0,2020-10-09 15:45:00
162.4735,10.405,270.525,1.36,3.415,27.382,0.00999999999999986,0,0,0,0.23555,0,2020-10-09 16:00:00
161.0605,2.6915,268.535,1.33,3.645,27.128,0.00999999999999984,0,0,0,0.2918,0,2020-10-09 16:15:00
160.53,6.3535,270.695,1.33,3.47,26.944,0.00999999999999984,0,0,0,0.577,0,2020-10-09 16:30:00
160.83,8.57900000000001,273.2,1.24,3.25,26.774,0.00999999999999984,0,0,0,0.7881,0,2020-10-09 16:45:00
160.71,10.79,274.34,1.185,3.55,26.956,0.00999999999999984,0,0,0,0.922250000000001,0,2020-10-09 17:00:00
159.531,3.192,272.84,1.15,3.235,27.001,0.00999999999999984,0,0,0,0.81345,0,2020-10-09 17:15:00
159.223,6.306,274.275,1.195,3.42,26.806,0.00999999999999984,0,0,0,0.759,0,2020-10-09 17:30:00
158.709,10.237,275.675,1.19,3.54,26.837,0.00999999999999984,0,0,0,0.6707,0,2020-10-09 17:45:00
157.787,13.565,273.78,1.175,3.335,26.845,0.00999999999999986,0,0,0,0.4789,0,2020-10-09 18:00:00
157.332,3.3935,266.705,1.235,3.52,26.589,0.00999999999999984,0,0,0,0.1817,0,2020-10-09 18:15:00
157.705,6.9515,267.265,1.285,3.465,27.943,0.00999999999999984,0,0,0,0.21915,0,2020-10-09 18:30:00
164.826,10.694,292.3,1.31,3.535,27.594,0.00999999999999987,0,0,0,0.18135,0,2020-10-09 18:45:00
167.995,14.4425,288.69,1.505,3.4,27.68,0.00999999999999993,0,0,0,0.1764,0,2020-10-09 19:00:00
171.1955,3.567,342.745,1.43,1.9,26.658,0.0109499999999999,0.00125,0,5e-05,0.2278,0.0063,2020-10-09 19:15:00
172.642,7.664,323.115,1.215,2.085,27.66,0.0146499999999999,0.0078,0.003,0.0015,0.2295,0.01035,2020-10-09 19:30:00
169.5375,11.468,322.73,1.18,2.235,26.923,0.307799999999999,0.0868499999999999,0.0697999999999999,0.061,0.17855,0.27685,2020-10-09 19:45:00
169.913,18.101,327.275,1.255,8.66,26.944,0.473949999999999,0.141,0.1183,0.10365,0.1729,0.47795,2020-10-09 20:00:00
154.6445,4.13749999999999,407.425,1.275,26.185,27.233,2.62590000000001,0.66465,0.634300000000001,0.46755,0.5796,2.28675,2020-10-09 20:15:00
155.6885,7.995,456.805,1.32,24.575,30.865,3.10325,0.8559,0.8056,0.6946,0.891449999999999,2.77025,2020-10-09 20:30:00
155.8305,11.848,451.83,1.23,29.33,30.234,6.66070000000001,1.74435,1.57915,1.30645,1.33685,7.18125,2020-10-09 20:45:00
152.5505,16.3185,453.415,1.38,28.14,31.093,9.3713,2.49285,2.25615,1.84315,1.4863,9.9569,2020-10-09 21:00:00
151.1355,4.407,502.82,1.145,30.885,30.378,14.62765,3.40545,3.16835,2.60545,2.27715,13.0175,2020-10-09 21:15:00
140.9285,9.20949999999999,430.87,1.285,27.77,31.882,18.06025,4.2918,3.8235,3.3879,2.8062,14.67415,2020-10-09 21:30:00
129.3935,13.4095,492.135,1.395,27.85,33.117,20.60785,5.48070000000001,4.8137,4.1898,3.28215,18.4414,2020-10-09 21:45:00
165.5255,18.2005,522.07,1.385,26.28,33.768,22.6343,6.20670000000001,5.5059,4.75185,3.72245,22.07775,2020-10-09 22:00:00
127.3955,4.46,503.655,1.395,27.67,34.01,24.94025,6.4491,5.5875,5.23565,4.17515,21.9836,2020-10-09 22:15:00
84.1305,10.154,512.505,1.33,28.92,34.606,27.481,6.992,6.50400000000001,5.85715,4.29185,24.7871,2020-10-09 22:30:00
81.8745,14.6195,534.95,1.41,29.88,34.139,29.77815,7.52435,7.0002,6.47415,5.21245,26.1379,2020-10-09 22:45:00
53.658,16.886,525.535,1.215,27.885,34.008,32.28875,8.30120000000001,7.53894999999999,6.668,5.4465,27.085,2020-10-09 23:00:00
42.7135,4.75900000000001,496.315,1.17,28.535,33.59,31.7229,8.5821,7.63560000000001,7.0511,4.84855,26.4346,2020-10-09 23:15:00
39.422,9.72349999999998,502.29,1.125,28.18,35.109,34.9473,9.62099999999999,9.11065,8.0585,4.70535,27.9188,2020-10-09 23:30:00
35.2095,14.495,506.74,1.09,28.765,35.601,33.65395,8.82804999999999,8.32715,7.49029999999999,5.264,27.0645,2020-10-09 23:45:00
37.7765,18.372,425.85,1.135,27.87,36.332,34.11965,9.12259999999999,8.66420000000001,7.70924999999999,5.0693,28.2123,2020-10-10 00:00:00
31.8575,5.2505,479.17,1.07,26.69,35.817,35.7173,9.34844999999999,9.00265,7.91719999999998,5.3306,29.16835,2020-10-10 00:15:00
30.6655,11.558,561.13,1.1,25.25,36.618,37.2427999999999,9.6192,9.0849,7.97364999999999,5.3372,29.8527,2020-10-10 00:30:00
37.5325,16.8825,643.02,1.125,27.53,38.147,36.0476,9.01744999999999,8.79600000000001,7.84854999999999,5.0425,28.919,2020-10-10 00:45:00
53.3455,22.307,752.24,1.09,27.23,38.413,38.1291,8.8547,8.79145,7.85934999999999,4.8523,29.0355,2020-10-10 01:00:00
55.2055,5.746,741.47,1.175,28.055,38.699,38.07825,8.85334999999999,8.69675000000001,7.44895,4.7389,28.37005,2020-10-10 01:15:00
60.1025,11.186,722.14,1.115,24.285,38.63,36.11445,8.84839999999999,8.1765,7.00679999999999,4.57955,26.79265,2020-10-10 01:30:00
62.1745,17.082,627.985,1.145,27.555,37.586,33.0056,7.93535,7.38065,6.37345,3.91435,23.90085,2020-10-10 01:45:00
59.476,22.956,640.99,1.04,25.845,37.639,25.433,7.4026,6.89765,6.19635,3.96495,21.9882,2020-10-10 02:00:00
55.222,5.44,646.655,1.02,25.78,37.426,23.9435,7.16985000000001,7.0304,6.22515,3.96715,21.332,2020-10-10 02:15:00
63.225,11.1515,642.395,1.025,28.585,36.69,21.58405,6.6144,6.8278,5.94220000000001,3.9232,19.79575,2020-10-10 02:30:00
64.5555,17.056,608.015,1.005,24.305,36.722,21.1189,6.3338,6.16605,5.49045000000001,3.9294,17.9972,2020-10-10 02:45:00
56.56,20.044,661.265,1.02,29.515,36.296,21.93155,5.84365,5.92925,5.45815,4.33785,18.13825,2020-10-10 03:00:00
54.612,6.143,670.945,1,27.09,36.764,22.16475,5.90895,6.01615,5.6126,4.1769,18.34805,2020-10-10 03:15:00
53.697,11.3955,694.81,1.005,28.945,36.671,22.3605,6.4782,6.60395,5.8208,4.06805,19.56115,2020-10-10 03:30:00
46.514,17.3845,702.1,1.005,27.395,36.6,22.63855,6.5372,6.7145,6.1048,3.86165,19.8072,2020-10-10 03:45:00
41.3435,23.223,693.81,1.02,27.16,37.201,19.2433,6.49675,6.36775,5.9396,3.3913,19.7841,2020-10-10 04:00:00
27.437,6.12699999999999,697.5,1.02,27,36.904,18.8755,5.5997,5.20465,4.99865,2.38795,16.93705,2020-10-10 04:15:00
22.113,11.502,707.32,1,30.2,37.182,17.1586,5.02705,4.6675,4.3503,2.11655,16.01665,2020-10-10 04:30:00
26.1205,16.476,693.175,1.005,28.04,37.49,17.5954,4.89365,4.60295,4.34634999999999,1.5469,15.22345,2020-10-10 04:45:00
29.6075,22.754,699.88,1.045,27.65,37.479,17.1709,5.29235,4.43595,4.36354999999999,1.59265,14.21625,2020-10-10 05:00:00
56.795,5.01299999999999,687.56,1.01,27.46,39.212,17.08225,5.1472,4.43965,4.32894999999999,1.81885,14.6885,2020-10-10 05:15:00
55.1574999999999,9.576,703.12,1,29.75,41.602,16.50525,5.00095,4.5602,4.43574999999999,2.1974,15.94705,2020-10-10 05:30:00
56.3669999999999,15.454,699.285,1,27.4,43.253,15.82765,5.08315000000001,4.6657,4.51284999999999,2.2725,15.28725,2020-10-10 05:45:00
58.9149999999999,20.8705,713.025,1.05,30.075,42.105,14.32075,4.86545000000001,4.14365,4.20485,2.0111,14.3076,2020-10-10 06:00:00
77.6264999999999,4.72800000000001,661.195,1.06,23.045,40.818,15.4255,3.6976,3.78225,4.1666,1.7166,14.73045,2020-10-10 06:15:00
114.4695,8.0905,627.985,1.23,22.935,35.425,14.2215,3.21265,3.03935,3.9877,1.59055,13.23365,2020-10-10 06:30:00
138.034,12.3355,625.86,1.055,20.58,34.437,7.97520000000001,2.5003,2.26685,2.728,1.2654,8.33559999999999,2020-10-10 06:45:00
139.284,19.1225,623.84,1.12,16.035,33.53,5.1319,1.8927,1.67145,1.9593,0.7347,5.50645,2020-10-10 07:00:00
149.3085,3.8165,555.45,1.115,25.67,34.03,3.9684,1.5537,1.31345,1.3604,0.54835,4.6808,2020-10-10 07:15:00
152.8165,8.12649999999999,498.5,1.395,18.035,33.713,2.2899,0.8695,0.6893,0.9137,0.33595,2.71065,2020-10-10 07:30:00
159.495,12.188,476.85,1.115,21.57,33.823,1.77285,0.6077,0.59735,0.59565,0.36605,2.2032,2020-10-10 07:45:00
157.3735,17.1645,481.12,1.545,16.63,33.426,0.83955,0.2633,0.3086,0.26985,0.35725,0.76715,2020-10-10 08:00:00
173.406,3.99549999999999,410.985,1.31,1.965,32.79,0.2803,0.0845499999999998,0.0948000000000001,0.0798999999999999,0.159,0.2899,2020-10-10 08:15:00
188.4665,6.53700000000001,379,1.255,1.95,27.938,0.14795,0.0426999999999999,0.0404999999999999,0.0387999999999999,0.0453999999999999,0.1442,2020-10-10 08:30:00
196.653,9.00300000000001,416.15,1.44,1.935,30.397,0.01185,7e-04,4e-04,9e-04,0.07195,0.00105,2020-10-10 08:45:00
199.2075,13.037,477.35,1.66,2.16,31.896,0.01355,1e-04,0.00025,6e-04,0.0397,0.0012,2020-10-10 09:00:00
198.6885,2.74,368.265,1.205,2.125,31.063,0.01045,0.00025,0,5e-05,0.0781,0,2020-10-10 09:15:00
203.3855,5.7455,386.41,1.215,2.265,27.626,0.0103,0,0,4e-04,0.06215,0,2020-10-10 09:30:00
189.422,8.35449999999999,401.19,1.3,2.41,27.5,0.01015,0,0,0,0.06045,0,2020-10-10 09:45:00
176.4225,11.035,378.065,1.49,2.37,27.14,0.01005,0,0,0,0.0886,0,2020-10-10 10:00:00
180.1605,2.6685,369.31,1.5,2.37,27.008,0.0105,0,0,0,0.1042,0,2020-10-10 10:15:00
178.7025,5.185,369.72,1.45,2.305,27.213,0.01035,0,0,0,0.18005,0,2020-10-10 10:30:00
177.5505,7.71749999999999,368.71,1.485,2.41,26.872,0.01065,0,0,0,0.14835,0,2020-10-10 10:45:00
171.7465,10.0725,358.445,1.36,2.405,26.759,0.0115,0,0,0,0.2047,0,2020-10-10 11:00:00
175.1585,2.595,358.545,1.565,2.465,26.896,0.0113,0,0,0,0.1407,0,2020-10-10 11:15:00
173.1505,4.9275,370.81,1.49,2.315,27.554,0.01105,0,0,0,0.1113,0,2020-10-10 11:30:00
173.135,7.7475,372.61,1.43,2.195,27.812,0.01235,0,0,0,0.10625,0,2020-10-10 11:45:00
172.399,11.2225,371.6,1.495,2.18,28.22,0.01075,0,0,0,0.13505,0,2020-10-10 12:00:00
173.6165,2.528,317.985,1.245,2.88,27.865,0.0106,0,0,0,0.1029,0,2020-10-10 12:15:00
179.3105,5.07499999999999,311.74,1.355,5.415,27.261,0.01025,0,0,0,0.1255,0,2020-10-10 12:30:00
177.677,7.5755,319.33,1.35,5.13,26.931,0.01005,0,0,0,0.16885,0,2020-10-10 12:45:00
175.806,10.925,323.61,1.4,5.08,27.076,0.01005,0,0,0,0.14705,0,2020-10-10 13:00:00
164.0835,2.957,317.325,1.295,5.335,26.726,0.0108,0,0,0,0.15315,0,2020-10-10 13:15:00
163.494,5.80250000000001,315.375,1.345,4.98,27.021,0.0104,0,0,0,0.4249,0,2020-10-10 13:30:00
163.4465,8.9855,313.015,1.27,5.185,26.423,0.01025,0,0,0,0.19695,0,2020-10-10 13:45:00
165.2005,11.7905,309.875,1.38,5.81,26.859,0.0102,0,0,0,0.1261,0,2020-10-10 14:00:00
167.0985,2.9625,289.31,1.34,5.88,26.574,0.0103,0,0,0,0.09445,0,2020-10-10 14:15:00
169.571,5.9025,281.17,1.285,5.595,26.458,0.01155,0,0,0,0.04585,0,2020-10-10 14:30:00
169.9555,8.498,281.07,1.35,5.735,26.202,0.013,0,0,0,0.06305,0,2020-10-10 14:45:00
171.277,11.108,286.19,1.375,5.47,26.258,0.0123,0,0,0,0.1094,0,2020-10-10 15:00:00
171.228,2.573,287.375,1.45,5.645,25.919,0.0122,0,0,0,0.1136,0,2020-10-10 15:15:00
170.387,5.7715,290.635,1.435,5.64,26.413,0.01185,0,0,0,0.12625,0,2020-10-10 15:30:00
170.0045,8.54450000000001,294.54,1.55,5.88,26.889,0.0100999999999999,0,0,0,0.09325,0,2020-10-10 15:45:00
167.297,11.8905,299.07,1.475,6.115,26.831,0.0106499999999999,0,0,0,0.0666,0,2020-10-10 16:00:00
164.672,3.2425,311.37,1.265,6.305,27.122,0.0100499999999998,0,0,0,0.0858,0,2020-10-10 16:15:00
162.4255,6.71899999999999,304.095,1.215,6.005,27.483,0.0100499999999998,0,0,0,0.0461,0,2020-10-10 16:30:00
161.8625,9.83000000000001,300.14,1.225,6.025,26.162,0.0100499999999998,0,0,0,0.026,0,2020-10-10 16:45:00
162.226,14.2585,301.245,1.265,4.595,26.753,0.00999999999999984,0,0,0,0.00895,0,2020-10-10 17:00:00
160.6295,2.915,299.365,1.205,4.295,26.341,0.00999999999999984,0,0,0,0,0,2020-10-10 17:15:00
160.5395,6.914,293.26,1.335,3.435,26.901,0.00999999999999984,0,0,0,0.0154,0,2020-10-10 17:30:00
161.813,10.624,281.395,1.505,3.395,26.726,0.00999999999999984,0,0,0,0.02175,0,2020-10-10 17:45:00
162.5735,13.597,287.475,1.325,3.485,26.336,0.00999999999999986,0,0,0,0.0156,0,2020-10-10 18:00:00
165.441,3.4955,327.145,1.39,3.24,27.195,0.00999999999999984,0,0,0,0.07775,0,2020-10-10 18:15:00
172.4895,6.1145,286.58,1.26,3.38,27.765,0.00999999999999984,0,0,0,0.0718,0,2020-10-10 18:30:00
170.521,9.74,270.31,1.235,3.395,27.542,0.00999999999999987,0,0,0,0.1398,0,2020-10-10 18:45:00
171.607,12.1835,267.275,1.225,3.52,27.269,0.00999999999999989,0,0,0,0.13715,0,2020-10-10 19:00:00
181.7855,3.227,345.07,1.205,2.015,27.335,0.0102999999999999,0.00135,0,5e-05,0.16105,0.0063,2020-10-10 19:15:00
184.9,7.4595,347.86,1.25,1.66,27.616,0.0173999999999999,0.00850000000000001,0.0037,0.0017,0.2181,0.01065,2020-10-10 19:30:00
183.0495,11.174,359.825,1.35,1.655,27.101,0.321199999999999,0.0934499999999999,0.0755999999999998,0.0651,0.3993,0.28835,2020-10-10 19:45:00
174.8495,17.047,368.265,1.365,10.05,27.51,0.501349999999999,0.16,0.12615,0.1129,0.38495,0.48185,2020-10-10 20:00:00
157.201,4.098,465.38,1.485,29.815,27.584,2.2113,0.542299999999999,0.509850000000001,0.4577,0.31185,1.9597,2020-10-10 20:15:00
156.305,8.80100000000001,388.505,1.26,28.055,30.49,3.26275,0.877,0.7746,0.6418,0.609000000000001,2.86525,2020-10-10 20:30:00
155.7905,12.4525,378.215,1.31,26.985,29.014,6.62770000000001,1.4199,1.365,1.1127,0.8195,5.68035,2020-10-10 20:45:00
156.0545,16.3055,440.105,1.43,31.415,30.072,7.98775000000001,2.10215,1.91235,1.5395,1.13695,8.19685000000001,2020-10-10 21:00:00
156.99,4.3825,577.385,1.385,25.07,31.216,12.24035,2.83425,2.52615,2.29285,1.4036,9.42985,2020-10-10 21:15:00
153.2355,8.6895,570.09,1.31,26.82,31.831,15.88255,3.5186,3.3801,3.00735,1.5294,10.89685,2020-10-10 21:30:00
148.033,14.771,666.165,1.12,28.4,33.879,15.9699,3.82185,3.5734,3.2352,1.6373,11.8557,2020-10-10 21:45:00
137.743,15.582,550.79,1.23,29.015,32.961,18.7267,5.46315,5.96149999999999,5.20969999999999,2.2363,16.623,2020-10-10 22:00:00
128.212,3.8955,613.375,1.265,30.815,32.717,20.2073,5.57505,5.7188,4.91585,2.7034,16.8642,2020-10-10 22:15:00
121.7605,8.1235,698.26,1.335,30.405,32.516,20.89135,5.5774,5.711,4.89345,2.8259,17.0517,2020-10-10 22:30:00
115.7335,13.2435,654.465,1.355,28.31,31.542,20.29655,6.14429999999999,6.15740000000001,5.31525,3.3993,18.5024,2020-10-10 22:45:00
103.9275,15.6125,678.795,1.27,29.975,28.808,21.90375,7.37639999999999,7.38825,6.5967,3.4388,20.72745,2020-10-10 23:00:00
98.9319999999999,4.4355,763.825,1.355,26.07,28.761,22.639,7.3192,7.5103,6.68115000000001,3.68895,21.34435,2020-10-10 23:15:00
96.0865,9.0065,829.95,1.37,26.29,29.781,22.58415,5.60015000000001,6.25545,5.65780000000001,3.56685,20.39895,2020-10-10 23:30:00
86.796,12.4385,773.26,1.41,26.25,30.283,22.5823,5.83,6.27565,5.72950000000001,3.53325,20.42705,2020-10-10 23:45:00
78.989,15.5385,697.205,1.395,28.105,30.582,23.4613,5.3835,6.329,5.62575000000001,3.89225,18.9461,2020-10-11 00:00:00
51.5380000000001,4.689,749.125,1.325,28.805,30.756,27.5179,7.1373,7.4261,6.50760000000001,3.65065,22.4666,2020-10-11 00:15:00
42.9365000000001,8.055,799.44,1.455,30.365,31.667,26.3181,7.69959999999999,8.59259999999999,7.36139999999999,4.243,22.48245,2020-10-11 00:30:00
49.226,12.2915,840.08,1.495,27.34,32.057,27.0145,7.62655,8.58565,7.33975,3.9181,22.40165,2020-10-11 00:45:00
64.2935,16.5365,815.845,1.445,30.32,32.378,26.7601,7.5611,8.50724999999999,7.26485,3.61764999999999,22.27755,2020-10-11 01:00:00
42.6990000000001,4.0125,735.6,1.35,29.58,32.209,32.4922,9.5751,8.897,8.29739999999999,3.904,27.86805,2020-10-11 01:15:00
38.18,8.7965,614.89,1.335,28.32,30.803,36.38705,10.2941,9.39575,8.9773,3.8808,30.8287,2020-10-11 01:30:00
33.2445,12.946,495.17,1.345,27.57,31.519,36.43775,10.0457,9.24815,8.72695,4.7655,30.1662,2020-10-11 01:45:00
15.0595,17.218,464.625,1.52,28.87,30.881,36.3986,9.62115,9.1538,8.6545,6.767,29.5559,2020-10-11 02:00:00
13.6815,4.465,435.025,1.54,29.305,30.131,36.3063,9.6263,9.12585,8.584,6.81335,28.72805,2020-10-11 02:15:00
14.9675,9.842,422.79,1.43,28.78,29.261,36.0317,9.2781,8.9479,8.53515,6.7881,28.22885,2020-10-11 02:30:00
15.8705,14.4035,412.895,1.3,28.445,29.426,36.5756,9.30215,9.09185,8.6671,6.8445,28.83235,2020-10-11 02:45:00
15.52,18.481,411.405,1.35,28.335,29.357,36.7625,9.2356,9.3037,8.82845,7.01125,28.50795,2020-10-11 03:00:00
15.0155,4.9245,380.27,1.175,28.245,27.889,36.50865,9.13755,9.2243,8.8073,7.1149,28.55335,2020-10-11 03:15:00
14.145,10.4045,370.735,1.125,25.435,27.529,36.8494000000001,9.11324999999999,9.25210000000001,8.6901,7.25609999999999,28.7534,2020-10-11 03:30:00
11.58,15.4335,389.665,1.115,25.805,28.575,35.6369000000001,9.25869999999999,9.8619,8.86815000000001,6.9627,29.2054,2020-10-11 03:45:00
13.046,18.206,522.095,1.095,26.39,29.448,33.34955,8.93384999999999,9.51854999999999,8.77670000000001,6.7085,28.6201,2020-10-11 04:00:00
10.6525,5.1395,499.375,1.11,25.78,30.158,32.08185,9.03565,9.2826,8.51230000000001,5.99064999999999,28.2906,2020-10-11 04:15:00
11.769,9.84150000000001,496.5,1.07,25.58,31.69,30.949,8.8526,8.65755,8.06010000000001,4.90075000000001,27.9471,2020-10-11 04:30:00
17.2505,14.027,464.535,1.07,26.4,31.656,30.30815,8.1868,8.41395,7.83025000000001,3.9451,27.1343,2020-10-11 04:45:00
16.1155,17.5915,427.67,1.25,25.5,31.871,28.1628,7.68735,7.9368,7.38305000000001,3.30445,25.2603,2020-10-11 05:00:00
18.8,4.27149999999999,440.56,1.07,26.48,32.869,27.3057,7.60375,7.70800000000001,7.1675,2.8301,24.16165,2020-10-11 05:15:00
23.63,8.66249999999999,468.755,1.115,25.805,33.463,26.7882,7.20285,7.40635,6.84175,2.23605,24.1669,2020-10-11 05:30:00
26.0645,13.1245,488.37,1.165,24.025,33.067,23.99575,7.13145,7.07329999999999,6.49410000000001,1.98185,23.36235,2020-10-11 05:45:00
28.9639999999999,17.4175,501.6,1.16,29.37,33.292,22.1597,7.12105,6.5772,6.5383,1.9434,23.12645,2020-10-11 06:00:00
47.491,4.469,462.635,1.305,22.305,33.63,20.9874,6.89655,6.1518,6.2176,1.7899,21.72165,2020-10-11 06:15:00
70.4925,8.3195,447.515,1.385,23.34,34.425,15.6514,3.8382,3.6142,3.6485,1.44205,14.5769,2020-10-11 06:30:00
85.0785,13.056,691.93,1.155,19.63,33.937,9.78569999999999,2.5982,2.90495,2.79885,0.9102,10.6543,2020-10-11 06:45:00
89.7109999999999,16.6975,692.85,1.305,12.07,34.559,12.29105,3.5233,3.24655,3.8359,0.947000000000001,12.20985,2020-10-11 07:00:00
103.863,4.09,674.345,1.295,14.425,34.889,8.19654999999999,2.706,2.34915,3.12855,0.64325,8.66579999999999,2020-10-11 07:15:00
114.5175,8.35999999999999,617.275,1.35,22.48,35.142,5.6233,1.82175,1.53415,1.7433,0.49545,5.73865,2020-10-11 07:30:00
113.4695,12.462,565.845,1.535,20.63,34.557,4.2086,1.0842,1.0429,1.2695,0.33545,3.73345,2020-10-11 07:45:00
118.536,17.1885,529.25,1.315,18.805,33.873,2.5864,0.64175,0.55255,0.59865,0.20905,2.0622,2020-10-11 08:00:00
140.223,3.2235,489.895,1.22,1.845,34.049,1.3962,0.23455,0.269,0.25965,0.1029,1.12375,2020-10-11 08:15:00
141.1395,6.4295,473.195,1.165,1.71,27.975,0.1857,0.0446,0.0471999999999999,0.0450499999999999,0.0282499999999999,0.3261,2020-10-11 08:30:00
156.186,9.41399999999999,493.53,1.39,1.5,28.921,0.0212999999999999,0.0034,0.00205,0.0023,0.0559,0.02,2020-10-11 08:45:00
152.991,14.8145,543.105,1.335,1.77,32.04,0.0107499999999999,0,0,5e-05,0.1505,0,2020-10-11 09:00:00
165.3805,3.01,501.8,1.25,1.76,31.938,0.00999999999999992,0,0,0,0.18725,0,2020-10-11 09:15:00
161.6135,6.4965,496.085,1.25,3.39,29.75,0.00999999999999992,0,0,0,0.1599,0,2020-10-11 09:30:00
162.075,7.82699999999999,479.64,1.285,3.425,29.125,0.0099999999999999,0,0,0,0.15005,0,2020-10-11 09:45:00
179.6875,12.1215,478.82,1.5,3.34,29.254,0.00999999999999986,0,0,0,0.09885,0,2020-10-11 10:00:00
185.5745,2.897,453.045,1.415,3.47,28.906,0.00999999999999983,0,0,0,0.12445,0,2020-10-11 10:15:00
204.1345,5.8275,447.77,1.41,3.425,28.692,0.00999999999999983,0,0,0,0.10655,0,2020-10-11 10:30:00
205.104,8.7745,431.55,1.305,3.46,28.445,0.00999999999999983,0,0,0,0.0467,0,2020-10-11 10:45:00
